PEST_Code,Model,Scenario,Date,Label,Description
PEST_20190805_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190805,,"testing the PEST input with the basic zone array and wells, streams and hydro/topo errors"
PEST_20190805_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190805,,testing the PEST input with the basic zone array and wells and stream
PEST_20190805_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190805,,testing the PEST input with the basic zone array and wells and stream
PEST_20190805_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190805,,testing the PEST input with the basic zone array and wells and stream
PEST_20190805_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20190805,,"testing the PEST input with the basic zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190806_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190806,,"testing the PEST input with the basic zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190806_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190806,,"testing the PEST input with the basic zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190806_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190806,,"testing the PEST input with the basic zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190806_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190806,,"testing the PEST input with the basic zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190806_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190806,,"testing the PEST input with the detailed zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190812_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190812,,"testing the PEST input with the detailed zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190812_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190812,,"testing the PEST input with the detailed zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190812_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190812,,"testing the PEST input with the detailed zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190812_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190812,,"testing the PEST input with the detailed zone array and wells and stream and hydrotopo, but with a stricter slope"
PEST_20190813_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190813,,testing the PEST input with generating the discharge observations
PEST_20190813_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190813,,testing the PEST input with generating the discharge observations
PEST_20190813_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190813,,testing the PEST input with generating the discharge observations
PEST_20190813_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190813,,testing the PEST input with generating the discharge observations
PEST_20190813_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190813,,testing the PEST input with generating the discharge observations
PEST_20190814_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190814,,testing the PEST input with generating the discharge observations
PEST_20190814_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190814,,testing the PEST input with generating the discharge observations
PEST_20190814_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190814,,testing the PEST input with generating the discharge observations
PEST_20190814_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190814,,testing the PEST input with generating the discharge observations
PEST_20190814_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190814,,testing the PEST input with generating the discharge observations
PEST_20190814_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190814,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190815_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20190815,,testing the PEST input with generating the discharge observations
PEST_20190819_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190819,,testing the PEST input with generating the discharge observations
PEST_20190819_CoastalCT_b, CoastalCT, layers_GHB_sea,20190819,,testing the PEST input with generating the discharge observations
PEST_20190819_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190819,,testing the PEST input with generating the discharge observations
PEST_20190819_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190819,,testing the PEST input with generating the discharge observations
PEST_20190820_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190820,,testing the PEST input with generating the discharge observations
PEST_20190820_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190820,,calibrating the model using varying observation weights
PEST_20190820_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190820,,calibrating the model using varying observation weights
PEST_20190820_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190820,,calibrating the model using varying observation weights
PEST_20190820_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190820,,calibrating the model using varying observation weights
PEST_20190820_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190820,,calibrating the model using varying observation weights
PEST_20190821_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190821,,calibrating the model using varying observation weights
PEST_20190821_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190821,,testing adding the upper and lower calibration bounds
PEST_20190821_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190821,,testing the addition of uncalibrated zones
PEST_20190822_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190822,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type"
PEST_20190827_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190827,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness"
PEST_20190827_CoastalCT_b, CoastalCT, layers_GHB_sea_septic_RIV,20190827,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness, and trying out the riv package for large (>=6th order) rivers"
PEST_20190828_CoastalCT_a, CoastalCT, layers_GHB_sea_septic_RIV,20190828,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness, and trying out the riv package for large (>=6th order) rivers"
PEST_20190828_CoastalCT_b, CoastalCT, layers_GHB_sea_septic_RIV,20190828,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness, and trying out the riv package for large (>=6th order) rivers"
PEST_20190828_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190828,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness, and trying out the riv package for large (>=6th order) rivers"
PEST_20190828_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190828,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness, and trying out the riv package for large (>=6th order) rivers"
PEST_20190829_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190829,,"testing the model after adjusting surficial material thickness, surficial deposit, and bedrock type, fixing pws well fluxes, adjusting bedrock thickness, and trying out the riv package for large (>=6th order) rivers, trying slightly higher default bedrock K values"
PEST_20190829_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190829,,"calibrating with increased weight for HydroTopo error calculation, all rivers with the drain package"
PEST_20190829_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190829,,"calibrating with increased weight for BF Discharge error calculation, all rivers with the drain package"
PEST_20190829_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190829,,"calibrating with increased weight for HydroTopo and even larger for BF Discharge error calculation, all rivers with the drain package"
PEST_20190829_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190829,,"calibrating with no baseflow error calculation, all rivers with the drain package"
PEST_20190829_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190829,,"calibrating with no BF Discharge error calculation, all rivers with the drain package"
PEST_20190829_CoastalCT_g, CoastalCT, layers_GHB_sea_septic_RIV,20190829,,"calibrating with equal weights, larger rivers (> = 6th order) use the RIV package"
PEST_20190829_CoastalCT_h, CoastalCT, layers_GHB_sea_septic_RIV,20190829,,"calibrating with increased weight for the HydroTopo error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190829_CoastalCT_i, CoastalCT, layers_GHB_sea_septic_RIV,20190829,,"calibrating with increased weight for the HydroTopo error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190829_CoastalCT_j, CoastalCT, layers_GHB_sea_septic_RIV,20190829,,"calibrating with increased weight for the baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190829_CoastalCT_k, CoastalCT, layers_GHB_sea_septic_RIV,20190829,,"calibrating with increased weight for the HydroTopo errors and even more for baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190829_CoastalCT_l, CoastalCT, layers_GHB_sea_septic_RIV,20190829,,"calibrating with no baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190904_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190904,,"calibrating with increased weight for the HydroTopo errors and even more for baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190904_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190904,,"calibrating with increased weight for the HydroTopo errors and even more for baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190904_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190904,,"calibrating with increased weight for the HydroTopo errors and even more for baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190904_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190904,,"calibrating with increased weight for the HydroTopo errors and even more for baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190904_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190904,,"calibrating with increased weight for the HydroTopo errors and even more for baseflow error calculation, larger rivers (> = 6th order) use the RIV package"
PEST_20190904_CoastalCT_f, CoastalCT, layers_GHB_sea_septic_RIV,20190904,,recalibrating without the Salmon River gage
PEST_20190905_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190905,,testing the expanded model boundary (includes the Salmon watershed) and the recharge factor
PEST_20190905_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190905,,testing the expanded model boundary (includes the Salmon watershed) and the recharge factor
PEST_20190905_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190905,,testing the expanded model boundary (includes the Salmon watershed) and the recharge factor and recharge ratio
PEST_20190905_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190905,,testing the expanded model boundary (includes the Salmon watershed) and the recharge factor and recharge ratio
PEST_20190909_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190909,,testing the expanded model boundary (includes the Salmon watershed) and the recharge factor and recharge ratio
PEST_20190909_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190909,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190909_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190909,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190909_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190909,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190909_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190909,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190909_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190909,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190909_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20190909,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190910_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190910,,testing some large bounds on the recharge factor
PEST_20190910_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190910,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190910_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190910,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190910_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190910,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190910_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190910,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190910_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190910,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190910_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20190910,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190911_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190911,,recalibrating after expanding the model boundary (includes the Salmon watershed) and incorporating the recharge factor and recharge ratio
PEST_20190912_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190912,,"recalibration, weighting all 4 objective functions equally"
PEST_20190912_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190912,,"recalibration, weighting baseflow more heavily"
PEST_20190912_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190912,,"recalibration, weighting hydro/topo errors more heavily"
PEST_20190912_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190912,,"recalibration, weighting hydro/topo errors more and baseflow even more"
PEST_20190912_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190912,,"recalibration, weighting wells more than streams, hydro/topo errors more and baseflow even more"
PEST_20190912_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190912,,creating an uncalibrated model output
PEST_20190916_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190916,,creating an uncalibrated model output
PEST_20190919_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190919,,testing the well selection
PEST_20190919_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190919,,testing the well selection process
PEST_20190919_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190919,,testing the new well selection and level conversion
PEST_20190919_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190919,,testing the new well selection and level conversion
PEST_20190919_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190919,,testing the new well selection and level conversion
PEST_20190919_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190919,,testing the new well selection and level conversion
PEST_20190920_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190920,,testing the new well selection and level conversion
PEST_20190920_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190920,,testing the new well selection and level conversion
PEST_20190923_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190923,,testing the new well selection and level conversion
PEST_20190923_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190923,,testing the new well selection and level conversion
PEST_20190925_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190925,,weighting the hydro/topo errors more heavily and weighting the well observations
PEST_20190926_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190926,,"weighting the hydro/topo errors more heavily and weighting the well observations, removed wells in artificial fill"
PEST_20190927_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20190927,,Equal Weights
PEST_20190927_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20190927,,increased weight on the baseflow observations
PEST_20190927_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20190927,,increased weight on the HydroTopo observations
PEST_20190927_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20190927,,increased weight on the HydroTopo and more on the Baseflow observations
PEST_20190927_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20190927,,weighting order - Streams - Wells - HydroTopo - Baseflow
PEST_20190927_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20190927,,"increased weight on baseflow observations, no sqrt transformation of baseflow obs"
PEST_20190927_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20190927,,weighting order - Streams - HydroTopo - Wells - Baseflow
PEST_20190927_CoastalCT_h, CoastalCT, layers_GHB_sea_septic,20190927,,"weighting order - Streams - HydroTopo - Wells - Baseflow, all wells weighted equally"
PEST_20190927_CoastalCT_i, CoastalCT, layers_GHB_sea_septic,20190927,,only HydroTopo observations
PEST_20190927_CoastalCT_j, CoastalCT, layers_GHB_sea_septic,20190927,,increased weight on wells and more on baseflow
PEST_20190927_CoastalCT_k, CoastalCT, layers_GHB_sea_septic,20190927,,weighting: streams - wells - hydrotopo - baseflow
PEST_20191002_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191002,,"generating an updated uncalibrated"" model"""
PEST_20191017_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191017,,"generating an updated uncalibrated"" model"""
PEST_20191018_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191018,,"generating an updated uncalibrated"" model"""
PEST_20191018_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191018,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191021_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191021,,trying out a much higher ratio of recharge to coarse vs fine sediments
PEST_20191022_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191022,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_d, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_e, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_f, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191025_CoastalCT_g, CoastalCT, layers_GHB_sea_septic,20191025,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191028_CoastalCT_a, CoastalCT, layers_GHB_sea_septic,20191028,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191028_CoastalCT_b, CoastalCT, layers_GHB_sea_septic,20191028,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
PEST_20191028_CoastalCT_c, CoastalCT, layers_GHB_sea_septic,20191028,,"specifying vani by deposit type, increased GHB conductance, narrower bounds for the rchFact and a higher starting value for rchRatio"
